age
39
41
40
42
38
43
47
39
45
41
43
40
39
42
46
38
40
42
38
40
41
41
39
39
41
38
41
48
38
44
42
41
44
46
43
41
47
42
43
40
45
39
39
43
43
40
45
43
38
41
42
43
39
45
42
43
42
40
42
47
42
42
44
40
45
39
48
48
46
44
40
41
41
38
38
43
40
42
42
39
39
46
41
40
45
42
41
45
38
42
44
46
40
39
47
40
41
43
38
42
47
46
39
39
46
44
40
43
45
45
41
39
44
42
47
45
44
41
42
46
41
44
46
41
41
45
44
45
46
41
38
44
45
41
44
46
45
43
43
38
47
41
44
43
41
38
40
46
46
43
39
41
46
44
38
39
40
44
40
40
39
45
46
44
46
40
46
39
45
40
42
44
39
38
47
43
44
39
43
40
40
39
38
42
40
39
46
42
46
48
40
41
40
40
41
39
44
39
42
46
46
41
39
45
43
39
43
44
43
43
40
45
47
41
46
44
41
48
41
45
41
44
40
42
46
45
41
39
43
46
43
44
38
41
44
37
40
45
46
39
40
41
39
40
45
41
41
44
43
42
40
42
39
40
45
47
40
39
41
39
44
45
40
44
38
38
43
46
41
38
43
45
44
47
42
46
45
46
44
46
46
42
43
45
46
45
45
44
38
43
39
47
38
44
45
40
48
41
43
41
40
40
38
44
43
38
38
41
46
43
48
42
43
43
39
41
47
42
43
44
42
38
39
38
47
43
43
43
42
38
40
42
41
46
46
40
47
45
42
40
40
41
46
48
38
40
48
43
39
41
45
46
44
46
44
45
40
46
42
46
44
45
39
40
46
38
38
47
41
44
41
42
43
42
38
43
42
44
42
38
38
46
38
44
43
46
42
39
39
39
46
38
40
46
39
47
42
44
44
42
45
40
45
43
40
44
47
42
47
40
42
41
44
42
45
46
46
47
40
38
47
38
47
44
38
47
40
46
47
44
47
39
44
43
43
39
43
46
43
45
43
38
40
39
38
42
39
44
38
43
39
42
41
45
39
41
39
45
38
44
38
43
40
41
44
45
41
40
37
40
39
42
41
42
40
44
39
45
45
42
40
47
47
40
46
40
43
39
42
42
45
43
46
40
44
40
41
44
39
39
39
41
45
45
40
39
40
42
40
46
39
46
39
43
44
46
47
43
45
38
44
39
38
42
43
39
40
42
43
43
42
45
47
41
45
39
47
43
39
45
43
41
42
40
42
43
42
40
45
44
42
44
48
42
43
44
40
46
46
42
40
45
47
41
39
45
40
45
40
46
46
41
40
42
47
40
45
44
40
45
41
45
41
47
42
44
38
43
42
46
43
48
42
44
42
41
43
45
43
39
45
45
42
38
45
38
46
47
45
45
41
39
45
47
41
44
44
43
44
38
47
47
45
43
41
42
39
42
46
43
39
46
47
45
43
42
44
47
40
38
46
46
38
43
42
39
45
38
45
47
45
39
45
40
43
46
42
44
42
39
40
41
48
43
38
41
48
39
41
43
43
40
44
44
38
44
39
42
40
44
40
44
41
43
44
39
43
43
40
43
45
40
47
44
43
42
43
44
39
41
40
41
38
41
38
41
42
46
39
40
40
41
45
39
44
44
43
43
43
47
38
40
45
38
40
48
39
43
39
41
40
45
40
44
42
47
47
41
43
42
40
38
40
39
46
40
46
40
38
44
40
40
41
43
39
41
39
46
48
40
44
48
38
40
43
44
47
41
40
45
44
41
40
39
39
45
43
40
44
41
47
42
41
39
39
41
39
42
42
42
40
42
47
42
45
39
43
39
42
43
41
40
47
48
40
40
42
40
47
45
45
41
41
39
43
46
47
45
39
42
45
38
40
45
40
40
43
43
39
39
41
45
39
39
47
44
40
39
41
45
43
46
39
39
42
46
42
46
40
42
40
45
44
43
46
43
38
46
45
39
38
42
40
43
47
44
41
38
42
40
39
40
42
42
44
38
48
40
42
44
44
40
42
41
42
41
39
40
40
46
40
48
39
39
41
41
39
41
43
41
38
46
44
42
45
45
40
45
39
46
43
41
42
42
48
39
47
43
48
44
46
42
47
46
40
41
46
43
46
45
38
43
38
48
47
48
47
40
38
40
41
42
46
39
47
43
39
44
41
42
45
42
38
38
42
47
37
45
40
39
38
45
40
44
44
45
39
43
45
40
46
44
39
39
44
41
48
43
47
40
45
42
42
44
41
39
40
38
39
38
40
41
40
40
39
47
39
43
40
40
45
46
39
42
41
39
45
47
44
47
39
47
41
47
44
45
40
42
39
42
43
40
44
41
44
44
40
48
39
39
46
42
42
38
39
45
45
41
43
47
46
41
39
47
43
40
38
41
47
41
41
41
41
40
46
45
48
39
48
45
46
42
48
43
41
40
39
41
40
41
44
44
41
42
38
38
42
45
45
42
48
42
39
44
44
40
44
40
40
43
42
40
49
46
47
48
42
39
42
47
42
42
40
40
39
41
48
44
42
40
40
46
39
39
46
39
44
48
39
41
41
43
41
39
39
46
45
46
39
46
45
39
45
40
40
42
41
38
39
46
45
38
42
39
42
39
40
47
45
45
46
41
44
44
46
47
41
44
47
40
39
46
42
48
42
42
40
39
41
43
47
41
41
40
42
40
38
46
48
41
38
45
44
46
41
39
49
39
46
39
46
43
45
43
44
42
42
40
40
41
43
46
45
43
42
47
46
42
39
45
45
41
47
39
39
40
44
47
39
41
48
45
47
45
42
38
40
42
38
42
43
45
47
40
43
40
43
39
40
41
44
38
43
46
43
48
44
42
39
46
45
41
40
43
45
45
43
42
40
41
48
42
46
43
39
40
43
42
42
47
42
40
43
41
41
46
47
42
47
42
46
42
44
39
45
43
39
47
45
43
41
40
45
39
43
44
47
46
46
46
43
43
46
39
39
44
48
39
46
45
44
39
47
42
44
39
43
45
46
44
46
41
40
46
42
44
38
47
42
46
40
41
40
47
41
41
45
43
44
42
44
38
46
39
41
42
45
40
40
45
48
44
48
47
39
40
42
44
41
43
42
44
45
43
42
42
41
43
42
46
42
46
47
40
45
42
46
41
38
44
39
45
40
40
43
41
44
47
40
42
45
40
40
39
40
41
43
46
43
46
41
48
46
40
43
43
41
46
41
38
42
39
42
41
47
43
42
45
39
44
45
42
43
46
39
42
45
38
45
39
46
45
41
40
42
39
43
45
39
46
44
47
44
49
41
42
40
41
39
44
44
46
39
42
40
40
48
41
46
39
39
45
38
40
46
43
47
45
43
40
43
41
41
47
46
38
45
46
44
46
42
44
40
39
42
42
46
46
43
40
40
38
43
38
39
41
42
39
40
43
43
45
44
40
39
39
45
40
41
45
45
40
46
43
40
39
44
45
41
42
40
45
40
40
41
46
43
38
40
39
40
44
46
43
44
43
45
39
42
46
45
43
40
39
46
41
46
46
39
41
48
38
40
46
44
40
48
46
44
39
44
42
39
40
41
40
44
42
47
40
42
41
41
44
38
41
44
39
42
42
42
41
43
47
46
39
46
39
42
41
46
40
38
39
38
40
44
38
46
39
42
40
42
42
40
46
40
48
43
43
41
44
39
45
39
43
45
45
46
47
45
41
41
39
44
38
39
43
38
41
39
43
38
40
40
44
45
39
47
40
40
44
40
48
47
45
44
39
39
38
41
42
38
48
45
44
45
43
41
42
43
39
42
39
38
40
47
48
43
38
39
39
43
43
43
38
41
41
45
40
39
45
45
40
41
48
38
44
41
41
43
41
45
42
43
43
45
44
38
46
41
41
41
41
39
41
39
39
40
45
40
45
43
44
39
40
40
43
40
40
39
45
40
40
44
45
47
40
39
39
39
43
46
40
43
45
46
45
42
39
48
40
44
42
42
43
41
38
43
42
45
43
41
46
43
47
42
43
40
42
42
43
43
40
45
38
45
43
39
38
46
45
46
45
43
45
44
41
40
44
39
44
40
42
39
38
44
39
45
48
39
46
45
41
44
47
44
44
47
38
42
39
46
40
38
45
41
45
38
39
43
47
39
40
42
46
41
39
40
42
41
43
45
38
42
45
46
45
40
41
40
43
38
46
45
42
41
46
46
42
47
44
44
39
45
38
43
40
40
42
38
46
45
42
39
46
40
39
39
43
43
39
38
46
46
40
46
42
42
39
39
40
45
42
45
38
42
43
44
43
43
44
43
43
39
38
44
43
40
40
46
42
42
39
42
47
41
43
40
43
44
38
44
41
44
46
39
44
45
42
47
39
44
48
43
44
39
41
45
48
42
42
45
46
39
46
39
41
45
40
39
38
43
44
43
41
39
45
44
42
43
44
41
42
45
41
43
39
47
39
44
40
47
40
46
46
39
43
46
42
46
45
40
41
42
45
42
42
46
41
46
40
47
43
44
39
41
47
47
43
46
41
45
42
47
43
47
46
44
43
47
46
40
45
45
39
43
40
46
47
47
44
44
45
40
44
44
39
42
42
41
42
39
45
45
44
40
43
44
39
41
38
39
37
43
46
46
39
38
42
40
41
41
39
45
44
40
39
42
41
41
45
42
40
44
40
45
43
40
44
39
48
44
39
48
43
45
44
42
46
41
46
41
39
43
38
39
41
39
44
39
39
48
43
39
44
43
39
38
42
41
41
39
39
43
44
38
47
43
41
39
44
41
42
45
42
45
42
48
43
42
44
41
37
45
39
39
39
46
46
43
39
41
43
40
39
41
47
39
41
40
40
45
43
39
41
41
41
41
38
43
41
44
42
46
38
47
39
46
39
40
39
46
43
39
40
44
48
47
45
41
43
45
43
42
45
38
40
42
48
41
39
39
44
45
44
38
41
43
42
39
47
46
45
47
48
43
45
45
40
40
47
44
39
43
40
44
42
45
42
48
39
43
39
46
41
39
46
42
41
46
47
41
46
40
42
38
45
45
46
45
44
40
43
46
40
41
48
44
41
44
42
43
39
44
43
41
46
45
41
39
39
42
39
45
46
40
40
41
44
47
40
45
42
41
44
47
40
45
40
38
40
39
38
46
40
45
40
44
44
39
40
45
40
42
40
42
40
41
47
44
41
42
45
39
40
43
42
41
44
42
39
40
44
40
40
42
42
39
43
44
40
38
42
42
43
39
43
43
39
40
39
48
44
46
46
40
41
39
45
47
39
46
41
38
44
46
42
39
39
42
44
48
47
47
39
46
42
44
41
44
44
39
49
44
43
41
47
41
43
47
39
43
41
39
46
40
37
40
47
41
40
45
42
41
38
39
41
47
46
45
46
47
45
44
42
40
46
45
43
40
38
38
40
46
39
47
42
46
47
42
43
42
45
42
48
41
45
44
45
44
43
38
39
42
42
45
41
40
48
44
42
45
44
39
38
38
41
43
46
48
44
47
45
39
45
41
44
39
39
44
41
42
43
40
47
46
47
41
46
43
40
40
41
41
45
45
46
44
40
49
46
45
41
41
42
39
44
40
42
43
39
45
44
39
40
42
42
47
43
41
42
46
44
47
45
41
38
47
47
39
39
42
44
40
41
44
46
47
42
39
42
41
39
47
41
38
47
42
44
41
41
40
44
40
39
43
43
43
40
44
46
40
40
47
42
45
41
39
46
39
44
46
48
39
46
44
42
38
42
48
40
44
47
38
43
38
44
44
41
48
42
41
39
43
42
46
40
43
43
40
42
48
48
42
39
39
43
41
46
40
40
40
38
43
40
45
44
38
42
42
46
39
41
45
48
42
41
44
39
39
42
45
46
45
41
38
41
39
44
46
42
49
43
42
44
44
42
38
42
41
40
40
44
41
38
40
41
45
38
40
46
46
47
42
