earn_age
-.46147284
-.40114883
-.34004295
-.28493384
-.21771224
-.1704244
-.14034162
-.099383414
-.070256963
-.035688337
-9.3266600e-08
.017678319
.040348124
.051708996
.088035867
.093231864
.11228973
.11206481
.13727731
.13673159
.16447397
.17021282
.15972987
.18516712
.17889217
.16595311
.13473885
.15450895
.16303819
.15703139
.17215379
.13991739
.14144912
.12394844
.12983161
.13159272
.10600673
.086634256
.10462872
.084144473
.057857011
.020803541
.020941701
-.03293724
-.078398034
