earn_age
-.65755326
-.58755451
-.55158776
-.4924573
-.4550778
-.42074662
-.3982287
-.35852775
-.34504992
-.34489423
-.31925356
-.30716413
-.28437373
-.28313431
-.24964654
-.25612155
-.24965277
-.26073679
-.24984773
-.27192801
-.2451925
-.26651785
-.25500849
-.26056743
-.28627294
-.29503623
-.28996113
-.3068558
-.319812
-.29752746
-.30974016
-.30048886
-.32052666
-.28658143
-.30894721
-.33702528
-.32191804
-.32589796
-.31858414
-.32479185
-.30820841
-.36082333
-.35087255
-.3345055
-.36170444
