age,id1968,pernum,wgt,year,ln_ly,stato,unid,MH6,div,mar,_merge,wtmedian
2,409,3,19.2,1975,-.39798594,Texas,1,1954,0,0,matched (3),-.42216587
2,6574,3,4.9,1975,-.43006825,Louisiana,0,1953,0,1,matched (3),-.42216587
2,2432,170,0,1974,-.5387032,Arizona,1,1953,0,1,matched (3),-.42216587
2,2661,21,18.4,1970,-.9577719,North Calorina,0,1948,0,1,matched (3),-.42216587
2,613,3,25.4,1975,-.68966115,California,1,1953,0,0,matched (3),-.42216587
2,5146,4,22.1,1974,-.82351911,California,1,1952,0,0,matched (3),-.42216587
2,2831,3,7.3,1975,-.15495968,Missisippi,0,1953,0,1,matched (3),-.42216587
2,5100,1,2.3,1972,-.4066081,California,1,1944,0,1,matched (3),-.42216587
2,5523,3,4.6,1973,.05546999,California,1,1951,0,0,matched (3),-.42216587
2,5536,3,1.2,1974,-.38947177,Missisippi,0,1952,0,1,matched (3),-.42216587
2,231,3,27.7,1975,-1.2262839,California,1,1953,0,0,matched (3),-.42216587
2,5686,1,3.5,1968,-1.2257131,California,0,1946,0,1,matched (3),-.42216587
2,312,3,28.1,1973,-.12569904,California,1,1951,0,1,matched (3),-.42216587
2,722,3,28.1,1972,-.07703495,California,1,1950,0,1,matched (3),-.42216587
2,2898,4,23.8,1973,-.81884611,California,1,1951,0,1,matched (3),-.42216587
2,5488,3,4,1975,-.20815253,North Calorina,0,1954,0,1,matched (3),-.42216587
2,5518,3,16.4,1975,-.047328949,California,1,1954,0,1,matched (3),-.42216587
2,5965,5,3.2,1969,.041131973,Texas,0,1947,0,0,matched (3),-.42216587
2,660,170,0,1976,.26377368,Louisiana,0,1954,0,1,matched (3),-.42216587
2,6107,171,0,1977,-.92272854,Missisippi,0,1954,0,1,matched (3),-.42216587
2,5526,7,1.1,1975,-.46569741,Texas,1,1953,0,0,matched (3),-.42216587
2,2339,3,29.4,1975,-.86512637,California,1,1953,0,1,matched (3),-.42216587
2,2272,1,1.1,1969,-.48912704,Texas,0,1947,0,1,matched (3),-.42216587
2,2339,2,32,1974,-.48931718,California,1,1952,1,0,matched (3),-.42216587
2,1129,170,0,1973,-1.2731013,North Calorina,0,1952,0,1,matched (3),-.42216587
2,5836,4,4,1974,-.62366521,Missisippi,0,1952,0,1,matched (3),-.42216587
2,5836,4,3.2,1973,-.53131604,Missisippi,0,1952,0,1,matched (3),-.42216587
2,1454,1,32.2,1969,-.48979163,Texas,0,1947,0,1,matched (3),-.42216587
2,5463,4,3.4,1975,-.2437551,Missisippi,0,1953,0,1,matched (3),-.42216587
2,5799,1,1.1,1971,.10787988,Texas,1,1943,0,1,matched (3),-.42216587
2,1178,170,0,1973,-.44788837,Texas,1,1952,0,1,matched (3),-.42216587
2,6004,171,0,1975,-.63542187,California,1,1953,0,1,matched (3),-.42216587
2,1689,170,0,1970,-1.0588278,North Calorina,0,1948,0,1,matched (3),-.42216587
2,5437,5,27,1974,-.43720317,California,1,1952,0,0,matched (3),-.42216587
2,6779,3,2.5,1974,-.090366602,California,1,1953,0,1,matched (3),-.42216587
2,6864,4,1.1,1971,-.78591812,Texas,1,1949,0,1,matched (3),-.42216587
2,6784,4,2.8,1975,-1.4424534,California,1,1953,0,1,matched (3),-.42216587
2,6574,171,0,1974,-.21000314,Louisiana,0,1952,0,1,matched (3),-.42216587
2,639,4,29.4,1976,-.63198221,California,1,1954,0,0,matched (3),-.42216587
2,2500,171,0,1972,-.16502643,Arizona,0,1950,0,1,matched (3),-.42216587
2,728,2,27.4,1969,-.6710608,California,0,1947,0,0,matched (3),-.42216587
2,6583,4,3.1,1974,-.29516101,Texas,1,1952,0,0,matched (3),-.42216587
2,5366,7,4.3,1974,-.57926536,North Calorina,0,1952,0,1,matched (3),-.42216587
2,1817,170,0,1976,.12246561,California,1,1954,0,1,matched (3),-.42216587
2,5798,170,0,1974,-.34178114,California,1,1953,0,1,matched (3),-.42216587
2,1817,170,0,1975,-.1047399,California,1,1954,0,1,matched (3),-.42216587
2,5025,3,13.6,1975,,California,1,1953,0,0,matched (3),-.42216587
2,1638,170,0,1972,-.14239836,California,1,1950,0,1,matched (3),-.42216587
2,5954,3,1.7,1973,-.44236851,Washington staten,1,1951,0,0,matched (3),-.42216587
2,423,4,17.1,1973,-.42216587,North Calorina,0,1952,0,1,matched (3),-.42216587
2,1862,2,16.6,1972,-.045832396,California,1,1950,0,1,matched (3),-.42216587
2,5458,4,1.1,1976,-.34530067,Missisippi,0,1954,0,1,matched (3),-.42216587
2,5464,4,3.2,1970,-.76940799,Missisippi,0,1949,0,1,matched (3),-.42216587
2,5002,172,0,1972,,Texas,1,1950,0,1,matched (3),-.42216587
2,1911,4,28.3,1975,.2868731,North Calorina,0,1953,0,1,matched (3),-.42216587
2,1459,4,32,1974,.0097167492,Washington staten,1,1952,0,1,matched (3),-.42216587
2,1810,172,0,1971,.1068182,California,1,1949,0,1,matched (3),-.42216587
2,6826,5,2.8,1976,-.549775,California,1,1954,0,0,matched (3),-.42216587
2,1129,170,0,1974,-.87379026,North Calorina,0,1952,0,1,matched (3),-.42216587
2,2224,5,25.7,1972,-.40041614,California,1,1951,0,1,matched (3),-.42216587
2,6551,21,7.6,1971,-.50946569,Missisippi,0,1948,0,1,matched (3),-.42216587
2,490,3,22.1,1973,-.10689569,North Calorina,0,1952,0,1,matched (3),-.42216587
2,5655,3,1.4,1974,-.83723927,Missisippi,0,1952,0,0,matched (3),-.42216587
2,6562,2,4.6,1973,-.2236793,Louisiana,0,1952,0,1,matched (3),-.42216587
2,5107,3,17.5,1974,.38223767,California,1,1952,0,0,matched (3),-.42216587
2,6370,21,6.3,1971,-.59272516,California,1,1949,0,1,matched (3),-.42216587
2,5182,7,3.7,1975,-.71137249,Missisippi,0,1953,0,1,matched (3),-.42216587
2,2342,3,32,1974,-.15571642,California,1,1952,0,1,matched (3),-.42216587
2,5543,170,0,1974,-.32187843,Louisiana,0,1953,0,1,matched (3),-.42216587
2,563,21,23.7,1976,-.18569517,Texas,1,1954,0,1,matched (3),-.42216587
2,1184,6,33.3,1976,.052196264,Massachussets,0,1954,0,1,matched (3),-.42216587
2,5146,4,18.1,1973,.27976608,California,1,1952,0,0,matched (3),-.42216587
2,5425,170,0,1969,-.49851227,Washington staten,0,1947,0,1,matched (3),-.42216587
2,5543,4,15.4,1973,-.35435772,Louisiana,0,1952,0,0,matched (3),-.42216587
2,18,4,29.4,1975,.17772722,California,1,1953,0,1,matched (3),-.42216587
2,5182,171,0,1973,-.33865881,Missisippi,0,1951,0,1,matched (3),-.42216587
2,2599,4,27.1,1976,-.52189159,California,1,1954,0,0,matched (3),-.42216587
2,2611,171,0,1974,-.62762547,California,1,1952,0,1,matched (3),-.42216587
2,5806,1,14.9,1969,-.049746275,Washington staten,0,1947,0,1,matched (3),-.42216587
2,2436,3,29.5,1974,-.55385566,Texas,1,1953,0,0,matched (3),-.42216587
2,5366,173,0,1976,-.42736816,North Calorina,0,1954,0,1,matched (3),-.42216587
2,6428,8,12.4,1975,-.40614891,Arizona,1,1954,0,1,matched (3),-.42216587
2,556,170,0,1974,-.20951343,Texas,1,1952,0,1,matched (3),-.42216587
2,1184,5,33.7,1972,-.1266737,Massachussets,0,1950,0,1,matched (3),-.42216587
2,6815,3,4.9,1974,-.36316657,Massachussets,0,1953,0,1,matched (3),-.42216587
2,557,170,0,1973,-.0076155663,Texas,1,1951,0,1,matched (3),-.42216587
2,979,1,17,1968,-.69192517,North Calorina,0,1947,0,1,matched (3),-.42216587
2,5146,170,0,1972,-.12483454,Texas,1,1950,0,1,matched (3),-.42216587
2,6232,5,1.2,1974,-.59670389,Texas,1,1952,0,1,matched (3),-.42216587
2,6049,2,21.1,1972,-.72298181,Massachussets,0,1951,0,0,matched (3),-.42216587
2,630,3,29.5,1974,-.38938093,Washington staten,1,1953,0,0,matched (3),-.42216587
2,5543,170,0,1975,-.16513991,Louisiana,0,1953,0,1,matched (3),-.42216587
2,5366,3,3.8,1970,-.76940799,North Calorina,0,1948,0,1,matched (3),-.42216587
2,5565,171,0,1972,-.31229734,North Calorina,0,1951,0,1,matched (3),-.42216587
2,6159,1,3.5,1968,-.61372471,North Calorina,0,1947,0,1,matched (3),-.42216587
2,2191,170,0,1976,.0074961185,North Calorina,0,1954,0,1,matched (3),-.42216587
2,2050,3,33.5,1974,-1.0840993,Washington staten,1,1951,0,0,matched (3),-.42216587
2,2408,1,3.5,1968,-.82178319,California,0,1946,0,0,matched (3),-.42216587
2,5097,22,18.9,1970,-.32245398,California,1,1949,0,1,matched (3),-.42216587
2,5526,170,0,1973,-.44236851,Texas,1,1951,0,1,matched (3),-.42216587
2,641,3,25.1,1973,,Missisippi,0,1952,0,1,matched (3),-.42216587
2,1810,2,18.9,1971,.13813281,California,1,1949,0,1,matched (3),-.42216587
2,2615,4,28.1,1970,-.13698983,Washington staten,0,1949,0,0,matched (3),-.42216587
2,23,170,0,1969,-.10958624,California,0,1947,0,1,matched (3),-.42216587
2,6051,2,2.8,1974,-.87671721,California,1,1952,0,1,matched (3),-.42216587
2,6784,21,3.5,1974,-.68820369,California,1,1952,0,0,matched (3),-.42216587
2,6803,3,3.4,1976,-.41018915,Louisiana,0,1954,1,0,matched (3),-.42216587
2,5353,4,2.5,1974,-.67381501,California,1,1952,0,1,matched (3),-.42216587
2,2615,6,28.1,1973,-.48655319,Washington staten,1,1951,0,1,matched (3),-.42216587
2,5464,4,3.2,1971,-1.0102409,Missisippi,0,1949,0,1,matched (3),-.42216587
2,423,4,20.9,1974,-.32047892,North Calorina,0,1952,0,1,matched (3),-.42216587
2,1742,1,22.5,1968,-.74871039,Texas,0,1946,0,1,matched (3),-.42216587
2,18,5,26.1,1973,-.29610348,California,1,1952,0,1,matched (3),-.42216587
2,6467,1,10,1968,-.44061065,North Calorina,0,1947,0,1,matched (3),-.42216587
2,1271,3,18.4,1970,-.65162492,North Calorina,0,1949,0,1,matched (3),-.42216587
2,5023,2,13.6,1976,-.18738294,California,1,1954,0,0,matched (3),-.42216587
2,5798,3,20.6,1973,-.1692853,Texas,1,1951,0,0,matched (3),-.42216587
2,6572,3,4.3,1971,-.6753335,Louisiana,0,1949,0,1,matched (3),-.42216587
2,5954,2,1.7,1971,-.15442252,Washington staten,0,1949,0,0,matched (3),-.42216587
2,5463,8,8,1976,-.40245914,Missisippi,0,1954,0,0,matched (3),-.42216587
2,2397,3,30,1976,-.40645099,Massachussets,0,1954,0,1,matched (3),-.42216587
2,5292,8,4,1975,-.48553586,North Calorina,0,1953,0,1,matched (3),-.42216587
2,6428,8,12.4,1976,.12040448,Arizona,1,1954,0,1,matched (3),-.42216587
2,6572,3,4.3,1970,-.87316728,Louisiana,0,1949,0,1,matched (3),-.42216587
2,2845,5,29.4,1976,-.51554966,California,1,1954,0,1,matched (3),-.42216587
2,6769,4,1.7,1975,-1.2467755,Louisiana,0,1954,0,0,matched (3),-.42216587
2,5182,7,3.7,1974,-.8084898,Missisippi,0,1953,0,1,matched (3),-.42216587
2,5095,3,16.4,1975,-.56879294,California,1,1954,0,1,matched (3),-.42216587
2,6846,5,3.1,1974,-.24191666,California,1,1953,0,1,matched (3),-.42216587
2,5960,21,14.1,1969,-1.229591,North Calorina,0,1948,0,1,matched (3),-.42216587
3,2342,3,32,1975,-.16273975,California,1,1952,0,1,matched (3),-.40260434
3,6574,171,0,1975,-.91848946,Louisiana,0,1952,0,1,matched (3),-.40260434
3,5526,170,0,1974,-.16459823,Texas,1,1951,0,1,matched (3),-.40260434
3,5175,172,0,1975,-.27653074,North Calorina,0,1952,0,1,matched (3),-.40260434
3,1454,1,32.2,1970,.1051836,Texas,1,1947,0,1,matched (3),-.40260434
3,641,3,30.7,1975,-.15965819,Missisippi,0,1952,0,1,matched (3),-.40260434
3,1726,170,0,1974,-1.356033,California,1,1951,0,1,matched (3),-.40260434
3,5170,3,3.8,1973,-.59558296,North Calorina,0,1949,0,1,matched (3),-.40260434
3,5518,3,16.4,1976,.0034062862,California,1,1954,0,1,matched (3),-.40260434
3,5458,4,1.1,1977,-.19195199,Missisippi,0,1954,0,1,matched (3),-.40260434
3,556,170,0,1975,-.33671451,Texas,1,1952,0,1,matched (3),-.40260434
3,2599,170,0,1970,-1.3782327,California,1,1947,0,1,matched (3),-.40260434
3,5488,3,4,1976,-.30447865,North Calorina,0,1954,1,0,matched (3),-.40260434
3,916,21,25.1,1970,-.87650621,California,1,1948,0,1,matched (3),-.40260434
3,2050,3,33.5,1975,-.78778005,Washington staten,1,1951,0,0,matched (3),-.40260434
3,5655,3,1.4,1975,-.25871539,Missisippi,0,1952,0,0,matched (3),-.40260434
3,5488,3,4,1977,-.3551445,North Calorina,0,1954,1,0,matched (3),-.40260434
3,6551,21,7.6,1972,-.36029339,Missisippi,0,1948,0,1,matched (3),-.40260434
3,6574,3,4.9,1976,-.90776956,Louisiana,0,1953,0,1,matched (3),-.40260434
3,5366,4,3.8,1971,-.51554883,North Calorina,0,1949,0,0,matched (3),-.40260434
3,1270,1,22,1968,-1.2677059,North Calorina,0,1945,0,1,matched (3),-.40260434
3,910,170,0,1977,-.18524551,Texas,1,1954,0,1,matched (3),-.40260434
3,1862,2,16.6,1973,-.11656141,California,1,1950,0,1,matched (3),-.40260434
3,2615,6,34.4,1974,-.27275968,Washington staten,1,1951,0,1,matched (3),-.40260434
3,1336,3,36.3,1975,-.54634488,Massachussets,0,1952,0,1,matched (3),-.40260434
3,2611,3,36.3,1974,.15288305,California,1,1952,0,1,matched (3),-.40260434
3,2436,3,29.5,1975,-.54789233,Texas,1,1953,0,0,matched (3),-.40260434
3,2599,4,27.1,1977,-.91020453,California,1,1954,0,0,matched (3),-.40260434
3,6567,170,0,1970,-.79831934,Texas,1,1948,0,1,matched (3),-.40260434
3,641,3,30.7,1974,.21635914,Missisippi,0,1952,0,1,matched (3),-.40260434
3,5425,170,0,1970,.15154481,Washington staten,0,1947,0,1,matched (3),-.40260434
3,5626,7,1.1,1976,-.88886678,Missisippi,0,1953,0,0,matched (3),-.40260434
3,1810,2,18.9,1972,.19325113,California,1,1949,0,1,matched (3),-.40260434
3,5543,4,18.9,1974,-.98034,Louisiana,0,1952,0,0,matched (3),-.40260434
3,301,171,0,1971,.056236506,Massachussets,0,1948,0,1,matched (3),-.40260434
3,5463,8,8,1977,-.3551445,Missisippi,0,1954,0,0,matched (3),-.40260434
3,5366,7,4.3,1975,-.21147346,North Calorina,0,1952,0,1,matched (3),-.40260434
3,6779,171,0,1972,.44650364,California,1,1950,0,1,matched (3),-.40260434
3,2730,1,28,1968,-1.2565653,California,0,1946,0,1,matched (3),-.40260434
3,6051,2,2.8,1975,-.47690439,California,1,1952,0,1,matched (3),-.40260434
3,5142,2,1.1,1976,-.35326886,Texas,1,1954,0,0,matched (3),-.40260434
3,6107,171,0,1978,-.62561667,Missisippi,0,1954,0,1,matched (3),-.40260434
3,18,4,29.4,1976,.14652848,California,1,1953,0,1,matched (3),-.40260434
3,409,3,19.2,1976,-.091520071,Texas,1,1954,0,0,matched (3),-.40260434
3,5353,4,2.5,1975,-.21438313,California,1,1952,0,1,matched (3),-.40260434
3,2339,3,29.4,1976,-.5956465,California,1,1953,0,1,matched (3),-.40260434
3,231,3,27.7,1976,-.37679935,California,1,1953,0,0,matched (3),-.40260434
3,2067,21,36.6,1970,-.2110498,Massachussets,0,1948,0,1,matched (3),-.40260434
3,2673,4,33.3,1976,-.04538393,Massachussets,0,1953,0,1,matched (3),-.40260434
3,5182,7,3.7,1976,-.96777284,Missisippi,0,1953,0,1,matched (3),-.40260434
3,5366,3,3.8,1971,-.32997704,North Calorina,0,1948,0,1,matched (3),-.40260434
3,5954,3,2.1,1974,-.75719643,Washington staten,1,1951,0,0,matched (3),-.40260434
3,1184,6,33.3,1977,.37311172,Massachussets,0,1954,0,1,matched (3),-.40260434
3,6784,4,2.8,1976,,California,1,1953,1,0,matched (3),-.40260434
3,5289,170,0,1977,-.27853346,North Calorina,0,1954,0,1,matched (3),-.40260434
3,2845,171,0,1971,-.49434757,California,1,1948,0,1,matched (3),-.40260434
3,2272,1,1.1,1970,-.13679147,Texas,1,1947,0,1,matched (3),-.40260434
3,2285,5,27.1,1977,-.87154126,Arizona,1,1954,0,0,matched (3),-.40260434
3,1435,4,27.1,1976,-.48680019,California,1,1953,0,0,matched (3),-.40260434
3,5954,2,1.7,1972,.013251781,Washington staten,0,1949,0,0,matched (3),-.40260434
3,5146,4,22.1,1975,-.40260434,Texas,1,1952,0,0,matched (3),-.40260434
3,2611,171,0,1975,-.47920978,California,1,1952,0,1,matched (3),-.40260434
3,728,2,27.4,1970,-.74929905,California,1,1947,0,0,matched (3),-.40260434
3,5085,3,2.3,1972,-.23931193,California,1,1949,0,0,matched (3),-.40260434
3,6049,2,21.1,1973,-.59651923,Massachussets,0,1951,0,0,matched (3),-.40260434
3,1880,4,27.7,1975,.099274635,Louisiana,0,1952,0,1,matched (3),-.40260434
3,5960,21,14.1,1970,-1.1650996,North Calorina,0,1948,0,1,matched (3),-.40260434
3,5107,172,0,1977,-.39596653,California,1,1954,0,1,matched (3),-.40260434
3,6864,4,1.1,1972,-.45848632,Texas,1,1949,0,1,matched (3),-.40260434
3,1911,3,34.9,1974,-.2496593,Texas,1,1952,0,1,matched (3),-.40260434
3,5812,5,4.3,1974,-.23218632,North Calorina,0,1952,0,1,matched (3),-.40260434
3,5880,3,12.6,1969,-.62366509,Arizona,0,1946,0,0,matched (3),-.40260434
3,630,3,29.5,1975,-.42647672,Washington staten,1,1953,0,0,matched (3),-.40260434
3,567,3,27.4,1972,-.98642659,California,1,1949,0,1,matched (3),-.40260434
3,639,4,29.4,1977,-.57373226,California,1,1954,0,0,matched (3),-.40260434
3,217,3,69.6,1975,.088803291,California,1,1953,0,0,matched (3),-.40260434
3,2643,170,0,1970,-.38592172,Massachussets,0,1947,0,1,matched (3),-.40260434
3,1184,5,33.7,1973,.22327566,Massachussets,0,1950,0,1,matched (3),-.40260434
3,5516,171,0,1972,-.7658838,Massachussets,0,1949,0,1,matched (3),-.40260434
3,5095,171,0,1970,-.058671236,California,1,1947,0,1,matched (3),-.40260434
3,6587,21,17.7,1973,-1.0064386,Louisiana,0,1951,0,1,matched (3),-.40260434
3,1810,172,0,1972,-.15974808,California,1,1949,0,1,matched (3),-.40260434
3,6846,5,3.1,1975,-1.0979772,California,1,1953,0,1,matched (3),-.40260434
3,1692,4,32.4,1970,-.12138128,Arizona,0,1948,0,0,matched (3),-.40260434
3,490,3,27,1974,-.63066101,North Calorina,0,1952,0,1,matched (3),-.40260434
3,5077,3,3.4,1973,-.19390726,Massachussets,0,1950,0,1,matched (3),-.40260434
3,5475,171,0,1976,-.52762222,Texas,1,1954,0,1,matched (3),-.40260434
3,2898,4,29.1,1974,-.84057808,Texas,1,1951,0,1,matched (3),-.40260434
3,2191,170,0,1977,.1949017,North Calorina,0,1954,0,1,matched (3),-.40260434
3,2224,5,25.7,1973,.25881076,California,1,1951,0,1,matched (3),-.40260434
3,916,21,25.1,1971,-.53386593,California,1,1948,0,1,matched (3),-.40260434
3,6562,2,5.6,1974,-.20381141,Louisiana,0,1952,0,1,matched (3),-.40260434
3,5565,171,0,1973,-.5081563,North Calorina,0,1951,0,1,matched (3),-.40260434
3,6467,1,11.4,1969,-.64602852,North Calorina,0,1947,0,1,matched (3),-.40260434
3,5172,2,11.3,1977,-.93723321,North Calorina,0,1954,0,1,matched (3),-.40260434
3,5097,22,18.9,1971,-.63893282,California,1,1949,0,1,matched (3),-.40260434
3,6784,21,3.5,1975,-.81087744,California,1,1952,0,0,matched (3),-.40260434
3,2615,4,28.1,1971,-.084296942,Washington staten,0,1949,0,0,matched (3),-.40260434
3,423,4,20.9,1975,-.37229896,North Calorina,0,1952,0,1,matched (3),-.40260434
3,5798,170,0,1975,-.78974724,California,1,1953,0,1,matched (3),-.40260434
3,5366,173,0,1977,-.62697148,North Calorina,0,1954,0,1,matched (3),-.40260434
3,5806,1,14.9,1970,.55871463,Washington staten,0,1947,1,0,matched (3),-.40260434
3,608,21,27.4,1971,-.55686784,California,1,1948,0,1,matched (3),-.40260434
3,2339,2,32,1975,-.400846,California,1,1952,1,0,matched (3),-.40260434
3,6583,4,3.1,1975,-.47759223,Louisiana,0,1952,0,0,matched (3),-.40260434
3,6815,3,4.9,1975,-.49240315,Massachussets,0,1953,0,1,matched (3),-.40260434
3,1742,1,25.7,1969,-.4030354,Texas,0,1946,0,1,matched (3),-.40260434
3,722,3,28.1,1973,-.30260658,California,1,1950,0,1,matched (3),-.40260434
3,5463,4,3.4,1976,-.39327407,Missisippi,0,1953,0,1,matched (3),-.40260434
3,5095,21,16.6,1971,-.086864233,California,1,1949,0,1,matched (3),-.40260434
3,1459,4,32,1975,.27283072,Washington staten,1,1952,0,1,matched (3),-.40260434
3,1911,4,28.3,1976,.30519271,North Calorina,0,1953,0,1,matched (3),-.40260434
3,5172,2,11.3,1976,-.54642534,North Calorina,0,1954,1,0,matched (3),-.40260434
3,5095,3,16.4,1976,-.69192529,California,1,1954,0,1,matched (3),-.40260434
3,6518,1,12,1968,-.075738907,California,0,1945,0,1,matched (3),-.40260434
3,5909,170,0,1976,-.68462598,Texas,1,1953,0,1,matched (3),-.40260434
3,18,5,32,1974,-.5359031,California,1,1952,0,1,matched (3),-.40260434
3,312,3,34.4,1974,-.81231582,California,1,1951,0,1,matched (3),-.40260434
3,287,5,27.1,1976,-.087200165,California,1,1954,0,1,matched (3),-.40260434
3,5798,3,25.1,1974,.072407007,Texas,1,1951,0,0,matched (3),-.40260434
3,563,21,23.7,1977,-.46399891,Texas,1,1954,0,1,matched (3),-.40260434
3,5812,5,4.3,1975,.034736156,North Calorina,0,1952,0,1,matched (3),-.40260434
3,840,4,3.7,1974,-.8014214,North Calorina,0,1948,0,1,matched (3),-.40260434
3,5990,2,2.1,1974,-.97873878,Louisiana,0,1951,0,1,matched (3),-.40260434
3,287,5,27.1,1977,-.22147036,California,1,1954,0,1,matched (3),-.40260434
3,2500,171,0,1973,-.015697956,Arizona,1,1950,0,1,matched (3),-.40260434
3,759,3,33.7,1973,-.22578239,Massachussets,0,1950,0,1,matched (3),-.40260434
3,6846,5,3.1,1976,-.58931577,California,1,1953,0,1,matched (3),-.40260434
3,5023,2,13.6,1977,-.24603152,California,1,1954,0,0,matched (3),-.40260434
3,5182,171,0,1974,-.63941348,Missisippi,0,1951,0,1,matched (3),-.40260434
3,6020,1,6.9,1969,-.32785892,Massachussets,0,1946,0,0,matched (3),-.40260434
3,5950,1,13,1968,-.23726988,Washington staten,0,1945,0,0,matched (3),-.40260434
3,6004,171,0,1976,-.72211432,California,1,1953,0,1,matched (3),-.40260434
3,6826,5,2.8,1977,-.60978675,California,1,1954,0,0,matched (3),-.40260434
3,5290,22,3.8,1969,-.77878642,North Calorina,0,1946,0,1,matched (3),-.40260434
3,5437,5,27,1975,-.15811777,California,1,1952,0,0,matched (3),-.40260434
3,5655,2,1.1,1972,-.27814579,Missisippi,0,1950,0,1,matched (3),-.40260434
3,2432,170,0,1975,-.4768306,Arizona,1,1953,0,1,matched (3),-.40260434
3,5814,170,0,1971,-.67048466,North Calorina,0,1948,0,1,matched (3),-.40260434
3,5965,5,3.2,1970,-.59138489,Texas,1,1947,0,0,matched (3),-.40260434
3,5523,3,5.6,1974,-.62917805,California,1,1951,0,0,matched (3),-.40260434
3,1919,3,30,1976,-1.3459325,Massachussets,0,1954,0,1,matched (3),-.40260434
3,6800,8,3.2,1971,-.82083344,Louisiana,0,1948,0,0,matched (3),-.40260434
3,2831,3,7.3,1976,-.087367296,Missisippi,0,1953,0,1,matched (3),-.40260434
3,1824,1,17,1968,-.53427517,Texas,0,1945,0,1,matched (3),-.40260434
3,5686,1,4,1969,-.96160066,California,0,1946,0,1,matched (3),-.40260434
3,2893,170,0,1972,-.24408913,California,1,1950,0,1,matched (3),-.40260434
3,5536,3,1.2,1975,-.78275156,Missisippi,0,1952,0,1,matched (3),-.40260434
3,2775,4,32,1975,-.62131476,California,1,1953,0,0,matched (3),-.40260434
3,2845,5,29.4,1977,-.58922803,California,1,1954,0,1,matched (3),-.40260434
3,6764,3,3.3,1974,-.53405297,North Calorina,0,1951,0,0,matched (3),-.40260434
3,5656,5,1.4,1974,-1.408722,Missisippi,0,1952,0,1,matched (3),-.40260434
3,857,3,32,1973,-1.0127563,California,1,1951,0,1,matched (3),-.40260434
3,6159,1,3.8,1969,.02436161,North Calorina,0,1947,0,1,matched (3),-.40260434
3,5938,2,2.5,1975,.09637785,California,1,1952,0,1,matched (3),-.40260434
3,5126,2,1.1,1977,-.11094761,Texas,1,1954,0,1,matched (3),-.40260434
3,1817,170,0,1977,-.031159163,California,1,1954,0,1,matched (3),-.40260434
3,613,3,25.4,1976,.11991453,California,1,1953,0,0,matched (3),-.40260434
3,2397,3,30,1977,-.067462444,Massachussets,0,1954,0,1,matched (3),-.40260434
3,5990,2,1.7,1973,-.82328045,Louisiana,0,1951,0,0,matched (3),-.40260434
3,6107,171,0,1976,-.70994377,Missisippi,0,1954,0,1,matched (3),-.40260434
3,557,170,0,1974,.19377971,Texas,1,1951,0,1,matched (3),-.40260434
4,1565,172,0,1971,-.77087295,Texas,1,1947,0,1,matched (3),-.30363858
4,6049,2,25.8,1974,-.91371751,Massachussets,0,1951,0,0,matched (3),-.30363858
4,2831,3,7.3,1977,.18650842,Missisippi,0,1953,0,1,matched (3),-.30363858
4,5884,170,0,1976,-.2278676,North Calorina,0,1952,0,1,matched (3),-.30363858
4,1692,4,32.4,1971,.3423388,Arizona,0,1948,0,0,matched (3),-.30363858
4,5097,21,18.9,1971,-.78001142,California,1,1948,0,1,matched (3),-.30363858
4,5292,8,4,1976,-.21714354,North Calorina,0,1953,0,1,matched (3),-.30363858
4,2715,1,17,1968,-.39048624,North Calorina,0,1944,0,1,matched (3),-.30363858
4,6004,170,0,1974,-.8399024,California,1,1951,0,1,matched (3),-.30363858
4,5353,172,0,1977,-.50032663,California,1,1953,0,1,matched (3),-.30363858
4,6779,171,0,1973,.01966691,California,1,1950,0,1,matched (3),-.30363858
4,2397,3,30,1978,-.34693336,Massachussets,0,1954,0,1,matched (3),-.30363858
4,1335,170,0,1976,.042922735,California,1,1953,0,1,matched (3),-.30363858
4,6572,3,4.3,1972,-.90232003,Louisiana,0,1949,0,1,matched (3),-.30363858
4,217,3,69.6,1977,.097965479,California,1,1953,0,1,matched (3),-.30363858
4,5142,2,1.1,1977,-.18058252,Texas,1,1954,0,0,matched (3),-.30363858
4,2050,3,33.5,1976,-.40082121,Washington staten,1,1951,0,0,matched (3),-.30363858
4,409,3,19.2,1977,.15519285,Texas,1,1954,0,0,matched (3),-.30363858
4,5075,170,0,1978,-.5702554,California,1,1954,0,1,matched (3),-.30363858
4,5812,6,4,1975,-.93284798,North Calorina,0,1954,0,0,matched (3),-.30363858
4,5959,176,0,1976,-.59131002,North Calorina,0,1953,0,1,matched (3),-.30363858
4,6784,21,3.5,1976,-.016796589,California,1,1952,0,0,matched (3),-.30363858
4,1369,4,25.4,1977,.0041935444,California,1,1954,0,1,matched (3),-.30363858
4,5923,1,2,1968,-.42366123,California,0,1945,0,1,matched (3),-.30363858
4,5463,8,8,1978,.074255466,Missisippi,0,1954,0,0,matched (3),-.30363858
4,5534,1,3.5,1968,-.91061437,North Calorina,0,1944,0,0,matched (3),-.30363858
4,2861,2,23.8,1972,-.93723631,North Calorina,0,1949,0,1,matched (3),-.30363858
4,1336,3,36.3,1976,-.28791356,Massachussets,0,1952,0,1,matched (3),-.30363858
4,231,3,27.7,1977,-.44225359,California,1,1953,0,0,matched (3),-.30363858
4,2816,3,27.1,1977,-.096172571,California,1,1954,0,1,matched (3),-.30363858
